EE1,EE2,EE3,EE4,EE5,EE6,EE7,S1,S2,S3,S4,S5,SFQ1,SFQ2,SFQ3,wp1,wp2,wp3,wp4,cogn1,cogn2,cogn3,cogn4,SS1,SS2,SS3,CS1,CS2,CS3,auton1,auton2,auton3,burnout_score
42.571448544275675,86.24317300156117,54.84479418563033,41.770733149985894,54.80181938295411,59.93790206144107,71.14760325138599,57.45970985676217,60.30713631749748,69.35943898857657,59.30098146178865,56.61881186064599,47.52932532330664,38.10894830571669,21.651177457762838,36.12563088257892,52.797301704750474,66.58364441814525,45.37592213126062,59.06794230084503,59.780863649785076,59.84858926343609,38.424262196612446,63.37397113992325,52.779933065637486,36.67851774795858,61.445547151265664,47.69637270132695,49.525333464043335,53.33581260236616,44.64534403330184,28.852706285450868,41.15150046167251
61.9203004333287,61.37906766316023,62.29275309389817,48.04664509263278,61.40115682523848,55.23220626268497,52.19064903948411,61.865171669899645,69.71050184793779,33.68952016414243,31.079636146209744,26.619215388847508,43.659852170396384,32.30270489832977,38.449207095861375,43.76237468172041,59.42096072008467,58.23466069645519,48.05177961256421,43.93696887548412,32.591911255455905,70.46736697673121,50.25922617881638,51.14184087642412,33.87426333597009,52.68413069511806,39.97067996715579,39.61992897027033,75.4203540374241,27.169942288702238,43.44555669427356,48.444948085063,37.49026196889596
50.97006187355607,60.70304811084524,55.3966864246232,48.61310909085565,30.932025043305945,58.34120075409533,66.7582091856781,22.760062606563505,57.62782966082032,57.12470496756692,54.61125063849248,59.34027250460841,62.33445117105943,54.40614656675514,44.96664675899515,33.12786255247652,68.87210145649324,12.817339740965478,75.6823781311879,36.89771440159911,54.56564403687834,80.31891523079648,57.98583727529088,50.78785068907935,66.29417668599937,44.8679981340447,41.01426355242182,39.7514535724878,19.197480654486775,39.044966928348096,51.954477097859694,64.385767362806,21.6008429571865
65.50895283875722,65.33044299397928,35.508619756213584,42.56249517408529,58.976897951020845,35.532291441339204,58.38575371906983,69.88576535022946,64.66300957254337,51.43858954305188,27.563362547093845,29.421861905484203,68.75166457233833,43.11315900345185,40.11951085391694,21.69194715201669,64.27479105463246,45.68148921055639,60.69609150614256,55.275341140732294,50.28134276244174,40.285944556384216,32.27605393073333,28.27940212639054,72.9010658249733,35.83556146700398,31.494686851534325,33.80960644794749,53.75919949292206,71.03938329569434,29.373601633803908,22.40906761623269,16.382216073027745
76.18827548098336,41.510203589655674,49.14730893310173,26.910273960056863,78.73113632930797,49.80937027115587,45.86384359965769,34.075597245316025,64.88626361718003,30.523828605093538,43.051908107986804,61.94189588744562,77.9492963763274,50.80384079308698,60.323888907383306,45.61378326801532,73.29307315129185,60.01802298316474,59.71951136867602,15.507166159733693,43.00892507045932,69.54413760848429,42.24347538132188,25.140161504684492,69.45685552483712,52.82240127173428,37.87751078123861,90.73187384610738,55.11297285433946,33.92812073601167,34.18504990495419,60.23316409371496,43.979969242888146
44.59216815902413,40.5605622566764,55.417777177549745,51.1045122261939,38.21582043164907,57.328435333708306,70.35866693921155,25.121736847818415,34.96689325786905,41.62040184504697,44.42140724209903,60.6699121434722,57.21215177559258,36.66628312967348,44.14983302992025,41.49896056052347,43.493202937105266,63.2995713649816,45.23981565013357,49.12051432660898,70.47904635658321,38.780298237890406,68.66499812789742,23.883281365187877,71.20995766347568,39.72228542087029,43.12484537159893,44.48314848594249,40.208626306176974,57.3551682847319,42.8147163504624,27.13635664464331,14.774484761039442
46.19057519378742,43.17439527027325,69.69595390484025,46.11352099543195,61.203545944700736,68.34060592510008,28.597677619802987,55.046587612302865,65.3568656061508,49.334961012178326,48.45106276674854,45.950873828824484,49.16840282007619,57.55794698753831,36.26851967907027,39.048610066457954,41.13886827223174,49.02171144834888,49.658970017281604,35.52283546006285,54.576206530579384,65.39840714638817,49.006528709749645,62.46410046370089,59.2139701630064,55.30856847318617,41.02059334732069,48.55168585653982,45.617486370181936,45.63638422679179,36.44799449584782,23.67156111083906,17.900680765899782
69.51414693250817,59.90070490256954,70.32213914644774,43.06736441266867,60.12033958442655,54.20633237336055,61.24789346819988,53.91196316859184,61.055283702805205,63.626476670711455,62.69393894967643,41.29099620519886,75.55820330406098,60.36735098921129,29.89401055372397,60.68235330513427,32.688754979302495,86.10124612987194,36.89466672422688,47.3349236918393,65.39973739064004,59.158253670378926,39.8921622331144,38.326978734986994,45.908060501997575,48.38415279388705,22.72441819119103,36.8317690398685,39.630286000629994,52.697984313023305,57.86507685134947,52.52823913783226,28.5129968109118
9.133381887825037,50.779411010370445,33.98387635906842,54.098700578440194,88.34702911712496,35.02553249161405,39.07312549109276,69.61018656863655,43.78365594950003,61.016601204388785,20.77185084229024,67.08305525334987,37.4831032419391,74.96392045203521,21.103881477576287,36.7190265249839,53.704469897849485,52.957815881804294,34.16481573524413,22.764641683741647,62.17110655746492,53.35858740221451,47.358492545536,57.962569530222986,62.10259642527106,71.69924768323244,41.25474246252308,69.12043032261866,51.103325196637236,40.45735810940197,53.56302742950599,48.73899026877177,28.599072078031185
76.33572679100928,40.1516212875561,41.279406388975865,58.08927563014841,48.35826695213406,50.74450834656484,15.750111163640026,69.26376057324593,26.410938615125424,65.27542604566491,51.34749240550849,45.8906542917928,38.54481496739597,58.07514627354495,40.41899840254968,58.794657902616756,45.742405934066674,58.847945914110475,24.22066614422652,47.707371598679615,55.44042996423574,38.672862728774824,74.46565346838203,63.86372931525804,58.8957643668173,46.32450779054644,47.98801409992641,60.085098283624426,30.16785747679243,59.99106376395241,32.33570221729221,24.402043755832324,13.39433754949622
