EE1,EE4,EE7,S1,S3,SFQ1,SFQ5,wp1,wp3,auton1,burnout_score
66.16313163650197,27.845817052163234,41.60939055129033,55.7849702108286,64.27014974814604,62.89652209312572,31.704720061947118,54.81981301166492,48.45913717176498,16.594080849790675,24.826204835984527
74.59183187087439,43.15453122407447,42.27860621324793,84.0271280968599,66.68386716561207,34.51948375066164,37.760093615435544,52.59562192324958,44.67999389583337,69.86531853001962,58.849532920757916
30.767525033834435,61.70589031639236,50.06960500290057,41.070969940707386,43.33743624188862,47.4409764744017,36.421566319807766,36.21349051341312,46.23133565364966,63.773178685949205,30.23444824281426
41.38064592180656,48.08483668062799,55.953449199851335,35.09900964090896,44.92555559911481,67.89065959403482,57.20674300942237,54.87816115853351,49.04323046946039,35.40837561948548,29.802560869199752
71.94133562112586,21.11933281339065,52.781093407641066,37.0481836619148,63.40809160987595,69.12496963473266,54.59854326728042,35.38604022355727,59.42363214512819,62.33321358926776,47.187180816432395
78.45527849486562,70.18293802714307,50.140708116625,25.625734569333936,40.959858560175384,40.962943436514806,29.260562814144553,59.94543780898594,57.93894582073143,48.538114394087955,69.03788131395187
36.94534982496512,58.755479951413015,74.67141098261968,70.00177621654176,45.44386828114731,54.12583190249646,40.434505061334036,41.17490623778785,35.99523416523757,58.73398828619645,26.407872686244175
54.31077525916249,60.041323311782634,38.09363300154212,64.27515029015072,58.078806163768746,48.05728653707071,54.68960214759137,36.98520252839774,49.229344337873755,55.73704249687782,44.91451127501359
56.58218496758343,46.39356064701948,44.260047257028624,42.46306344171204,63.37675496845995,66.88873503554788,39.449513645279126,43.010819990206414,59.643951535027306,59.38295977739904,25.49301664650218
22.431056607154922,37.28474949622388,41.983529787070324,75.30012592144931,38.40711528827689,45.6724439978688,56.28132037893665,52.27775202735086,43.73580397483084,69.49234712161608,12.588557054336736
51.14508688866921,52.95622912869396,32.472003199275036,24.224666879135505,53.30668316349604,43.41966909219999,55.707165551743806,47.9629303503297,45.06812770671632,53.23593166794238,16.423055228960855
52.203846652932604,38.49791589723041,34.75532902951461,45.71743385594029,46.193982409806985,27.722500618091445,49.542984131580006,40.05236112110169,64.23736322824944,47.76431867128052,28.45492960495029
57.551379021391455,37.65886236780066,59.92003098123335,63.48509453295181,46.7794035451342,67.55577254642395,70.52931383611323,36.43750201730588,51.88986251464186,45.09647999434761,56.33809036334407
61.31662865729432,53.19187425403242,46.864027858391346,22.19446248026192,29.768136023203702,63.890531537940944,42.746567939307006,49.81303750157577,28.93140246837661,14.091709756435725,23.609055561390214
40.885840393196254,45.85326961249784,41.28860164579478,46.42115289993141,40.17255082157446,51.83818769801941,53.50915799956893,51.19545085004319,54.570620002117046,33.177777645178445,20.55411852425549
55.329651259025745,33.26182635699695,45.637249238854295,65.90419646546997,40.6985620190442,28.85994204844223,25.210199096521425,42.44568589677707,24.006720554897004,42.6113394992241,22.22330665526414
54.90560441976465,49.94011580855104,82.2330523626201,54.52684100404542,39.673540114326265,61.74161853836472,55.186860127380285,41.732628343871404,36.614000856707065,47.627977611796545,35.809378639608305
47.64913232640876,36.123333328425076,74.60487223151978,53.59608830456711,60.15350676668737,63.33734837001901,53.23307292522688,68.06548332091991,63.696649761468564,50.9576495990723,72.37775940685516
29.75183010709764,22.176165407653233,60.24577163805276,33.208516902854655,37.24790273146003,51.07819064183888,57.714843194983715,50.089038060184976,39.43828406693449,82.87759388468808,9.594896598134666
40.06747807505275,55.546611302711646,29.60028435880742,49.70624973608771,41.440067647948545,29.6576068685097,48.510444004023775,59.92304631894952,46.4072755610409,61.53531547337517,27.511052368511567
40.46347796207187,31.86469988304331,39.90101364232405,44.52247668727177,57.455275702709244,73.87332742482965,48.72511522892061,41.557227722098226,41.37939870297369,59.11665907266111,38.08690420652776
22.424530536633032,38.27035212306134,70.39118272322106,60.957759891185034,68.24444762550182,36.114898686646754,69.87199238712954,75.74190381726758,54.4727606588278,48.9668745724188,64.52933290603049
32.54375714153591,42.112381207809754,45.41692814368658,65.98165782846189,22.830027978314767,17.79699745019754,53.11880092710428,52.41220539666941,39.52541796151851,68.83135845438967,21.65786806141258
44.4913202836253,52.07101679474514,50.96742526326654,52.79281951944911,54.95817688636036,65.2645997942763,28.609262514857868,38.2794218990964,51.53483326820199,52.29672590577582,21.329288318186908
53.13999918322717,60.933226927086714,44.80177971881225,59.36815601155574,34.03388867307511,69.51886588967605,44.79438169686418,53.551634946080995,34.7308076782556,47.639952171461545,28.92245022269244
44.21071982791086,37.33076588809635,73.12684549540711,62.79032333675887,32.96583186624118,68.34632738170352,73.87393197854723,40.46302633258645,33.91626034728805,68.29278330777522,52.18012711116457
61.60761014096893,44.06286710545118,54.425708160436834,57.867299513065085,49.423064409427816,37.29431652906449,54.98852708714024,38.90228113786329,41.40224996133222,40.28927182052278,24.037975328505002
60.47331483802893,48.40887158265014,43.19583160384285,43.18552498518082,69.83786191520842,52.123078661499875,36.18779731941271,47.009485313636226,70.7675116969088,46.80278541059826,42.63767794836921
42.201007743307606,32.244858777779356,61.53012127478943,25.377791294731463,58.21515070451595,60.3107027762103,41.29014857612204,24.85344313013364,45.80595017490522,43.31928212521535,16.7602719277897
56.062670619213996,47.164598238935014,50.36852295632982,34.98542033228576,46.199627219589054,38.941079227628414,37.943706541548636,52.258278667146975,46.91877371023439,39.73569008925642,33.966373116171646
42.25375880229087,57.577730824378605,39.30487934822963,37.35486416681647,46.047157743449844,71.97235331549993,39.047929249373986,31.662736392092633,53.10414252639968,37.30844539937388,22.335191996022417
49.33957435421152,45.19814849417633,64.28211114917744,55.61571509035943,45.704344602280564,61.951238978941205,29.587606177403075,40.32375812701069,53.991493625723145,38.00394232718903,24.159347696518125
39.904711308246696,75.3155398737833,60.59917360382685,40.25483122631041,53.56858752520167,67.46833639485624,64.62587450617642,42.811679219840585,31.353917476018562,55.53663228702281,54.96679368357906
29.550385246624362,36.76165353070236,37.40111708849649,42.68160486140292,62.33788968266485,20.676945463793707,43.30636576845664,32.92926243732461,45.8222706626114,50.96643096482211,18.115969580356015
41.03669364038554,62.90926015008608,61.554811557521994,54.33845763959055,58.76035429086729,49.6633696433537,34.78943039865668,18.571123786360488,40.82561310311652,48.27423147061496,39.227963939206155
36.601657604956515,63.63815946866676,48.60885011485819,29.671604872101,40.02131080057526,47.22526147303626,32.94182851390743,37.31794716933186,39.78920468566607,41.51275524021317,30.11885607884534
42.38122535256821,42.634290648086946,71.45194150025486,39.6200333187637,47.439227233004914,61.5587277586965,53.338409646679175,41.67047368313255,43.05903668208324,38.52844974293367,28.163791059830256
57.091247016245525,44.971003924684474,42.637520305604625,71.05629500314261,60.08360760205888,60.77231110863439,42.46062489826319,38.8649508896764,38.588111738218174,42.848094064944995,44.764425573668134
8.732449667668359,31.536539059998425,28.723212029576445,49.699722915552094,55.781861362809195,47.37765708695345,49.11051913338883,57.970827621256916,48.48183222991943,52.40300600676776,4.288349854324297
32.73815051398438,54.01537657848016,64.60679147519345,71.78200991682353,45.981320065747845,58.09402796335039,61.522738696377424,51.742558370044,57.09794776081685,26.898122605680285,63.19136568677369
41.57569091726454,40.25403525788931,63.77794090462731,61.766955689304936,55.1243105400381,41.273333181880346,60.08364371369914,77.83249776432012,45.475692353991576,47.42751698466103,64.4096940201148
37.11333794890278,64.00559170488327,21.171010828769113,42.85332451314622,75.49964541994125,55.939969074777395,38.47395562671313,38.615564909361346,64.92715114151623,22.85484013697519,20.751773640062325
54.009660031130394,76.54474170460995,50.6722514999512,72.01157097499198,59.278184989430336,28.560308257568572,36.095070803855,63.70599170201315,38.57658744643388,47.48152056934978,43.1987293549418
62.36467784064846,57.474294389495185,54.593766194513925,70.37582021535863,49.80409692624382,26.35134598914663,41.59806173394215,44.376514860868895,65.90480483797748,48.79120289698878,41.69056499734516
43.379277411630575,40.815223566240476,37.092764420367615,41.09437042181934,76.69801833574834,82.07665317093694,19.024229876988286,47.101642983133424,62.55321049370951,51.435828326392205,38.72740445612917
54.63844410226994,42.86536847953969,72.13151064475623,63.36321148433755,57.78362072158853,38.40588166143062,26.24516193681187,33.28261992549348,63.816925575569186,60.08306219592735,37.378267155881865
31.571143200764823,22.94582036392367,56.51639992370665,48.69923691339784,31.315380111000902,46.87611360448229,28.597009935050878,60.35489405835612,50.90944085369706,67.97171405134215,48.86754433360225
45.780174693089755,31.813640138720782,71.51169169445663,58.16017152679328,21.958902905172224,46.30251855752368,76.96080603237034,70.30647130621584,45.22041401620878,44.057576199145736,48.60574996041605
53.076040147239645,19.56276087158772,53.76044332531244,36.97716180744467,46.88539823043397,46.21166042148451,60.78514381051433,63.62733121345598,77.49619246736134,75.98484568954822,37.8435208403647
58.2434633925204,49.365416463117015,44.951342303480565,80.48190359276913,50.496405086536356,41.58957816704243,16.35698198039057,45.87532995022907,55.129636407277275,40.72112704488719,34.55703517566196
44.73639495709324,54.410936190344515,56.77664110646513,47.551049770122184,49.89632385290717,18.892095907076108,62.39022053785107,47.714684521222715,39.94966059032694,37.203959195636294,37.336434710819816
17.486819892757968,22.239220446751844,50.0091299552271,43.262814756005625,56.67162028748444,54.48451474665885,61.60677546930481,51.41169919426881,46.28156153401581,62.03331330551676,13.14000907450629
43.631643345104315,66.12728159274953,67.07408956923217,47.42486376969053,56.53360915043593,51.544197367194414,28.262542622174518,58.78318632213224,61.04159787664487,32.593189223046224,73.49612641885193
54.457736274734025,43.24064686201447,48.008862595944144,51.939413160566886,68.40165689941665,22.428690100753247,44.855090520380564,48.052213017945284,36.47641739883009,65.99507317773312,30.61442539258473
48.888224809564754,27.40110103587473,65.29532869078369,72.89997542645736,51.82840414468585,44.56946599639534,67.59393669726875,45.24426679524285,49.83239370321638,51.167470421377935,46.82554053407723
60.947886872052436,41.18012366768502,58.15258612490501,16.103922103559988,45.005633835091416,52.81627080586191,40.634712946456446,7.914462106389035,44.8684572328167,52.7496130912957,14.507260693076418
54.954343012226644,42.040803453732174,33.13274073398618,72.73763648771057,34.907791892098665,56.97545351599808,43.22098480589173,31.094082854970523,40.44486467072617,57.30544029919904,16.984419605349313
30.00126324622118,45.72968781285017,47.5486021512694,40.60893553145952,51.47790530645396,39.17230663956982,36.84667862193101,54.08493721091895,50.844405642373204,27.45993022572744,29.459931456249656
71.76359858203975,46.15065126216469,42.632284669653174,29.772576028426514,41.45237807516572,39.39137261389137,26.80331004560164,38.076197330868844,63.36986101241451,44.141240812486174,30.692428142493373
15.799377450271548,47.232162702457444,33.90105439016252,69.62187892524793,53.824225822167215,65.2587059535129,54.50665676086971,52.65004147610154,57.039307964870886,55.09430343574745,39.20419870061684
51.64011592496235,71.37260607653425,62.72822272024572,48.826213599995846,48.85574233716871,44.49280289293361,61.62861417177542,32.903586255839976,39.72601298441044,43.66175693532182,32.3566094260343
42.859826822436446,53.46167804369439,47.563250433022766,46.16045959183181,44.74115852907809,42.75314188103149,39.08366307166993,37.869675500477086,41.01108896925126,45.543228979738245,32.13685812293717
64.8786331967446,31.699210254313222,57.07267824350246,46.43618754228972,60.43640958917926,74.98947884803671,46.42339809238614,51.68879939975548,57.60228262345428,52.62992843164223,51.42524083634136
44.98070667479567,53.15685588659088,57.78057036421211,31.83707476578721,67.62991152871773,39.71903062746368,33.41071111189684,52.48575551205299,67.36339667271042,36.354201922498646,65.33634378963626
39.266856686753314,30.607855655995785,44.99946059472656,33.85783847454233,77.46769217015603,20.09223274341248,48.093156950730815,48.55799743326673,61.46744826133871,74.56021681776001,23.725629134880712
27.834885419364603,46.16482209553283,57.18109401990077,42.68413385119236,57.19264072079723,45.07500555252777,41.471008085457015,24.36537971456125,42.37981661099242,56.75771066897275,29.652741044464538
58.23612208671123,42.93376726058687,24.514071851424728,58.53773956627314,44.93861209175569,42.82575691592692,42.06654553296806,52.69628698490245,42.6126652597534,29.03627995347066,33.40758722739825
58.802738242636664,37.65781981110046,37.61304133408807,71.14438892587934,40.56601736319327,68.25008085685064,52.70093672813113,27.13310418308401,60.76522710309318,41.936874083086046,46.21116287778776
41.61452056946372,21.873126295810977,30.48626171149141,68.10359243972486,31.14318128731978,57.364226237375824,52.02938314325919,59.282566157095275,41.30780477711734,51.12975049889508,13.197426705145496
61.98939713613135,59.995009886542164,36.601024635204844,50.22772505422378,45.25031328264455,65.25788387133163,59.860817318576174,45.8169409641947,57.97432478694332,69.0950720532892,50.248238663507614
40.96824293183576,32.31371661045643,33.74842020607182,66.27666217414595,62.70773714139847,71.80039107442352,57.97063062043689,48.38563476498738,53.32205512976984,16.538385726300508,57.490145234081204
29.792937585160225,38.799905061810605,74.32496885317396,54.966271653779245,43.36748789966331,55.39401547165368,24.377753941737634,55.82080140949742,54.75302701368382,57.51650054520309,34.054590294914696
54.21704687908067,35.30818502740274,37.561734750884675,55.39327247893059,65.36752674679501,55.88057409527561,43.78734666934074,33.770361580180484,54.58131761308977,57.6018647791534,37.58323214705342
10.418828608973318,28.591620686672588,65.2335825059673,50.44934384344978,68.27625636130145,47.04873021112248,58.20094716396248,55.645182274730566,34.648090939160255,53.01202069869164,34.132374887290325
42.352179311765944,24.864507452679025,54.93882556832824,31.791502416336254,55.30980432425775,44.87432440895635,52.742231386336,42.160128455370256,71.64986813342126,23.791120222285635,36.531532056279964
74.68005749332359,56.525491107030405,36.67912012058775,57.20150766271112,49.400034967675694,56.82920935513188,59.89139516189381,41.39856205759767,53.77573480850836,47.74017089325574,52.5088696647877
55.99081730585844,37.22389605532103,53.023233414641325,61.773302113011454,45.1567896051857,30.40435928389768,50.79359200624942,44.091009720278805,57.47334318596617,67.8170196588423,34.73109417031742
29.922524478945746,57.33481221141011,46.679233687216616,46.31093010757715,71.9282284458955,53.219847716603084,35.98063953815495,70.38196332146961,70.05117958802948,48.41782474622389,41.14452954699994
43.92369855220096,51.34065840131229,29.72528997732412,53.71542702486719,43.889105061332714,68.68221630108796,56.94276301584193,18.05985380441958,48.42603099535358,65.28797980154486,39.492649313820436
64.92316426186198,34.778770367124764,45.46953216209638,51.713629145114645,45.07544654388614,58.53356543854932,61.07920407510279,68.7688442208335,69.47071073772187,31.837986315957156,51.94459833019679
65.58567904144107,40.48506949672666,75.13815804674266,52.74281896149605,57.929679824670814,25.79570690259513,58.399866371157984,39.222304231623326,64.74189097545455,49.228301808534155,46.59974448050693
53.535845067854595,53.138051472395055,72.69487034856768,44.67732411453018,43.395720727353115,42.0622153043025,70.09670512261823,52.629218557705904,26.59696789225949,38.80181821855718,32.46422846352922
44.79228318877886,22.419446737444986,47.110750659228884,28.021702478123622,52.45514027093494,64.31639967455044,35.730691122971095,47.28458385985078,63.404044131693595,66.3092596629855,12.13337937917904
57.116424800953084,46.92074936547181,45.679983530351095,56.36090211236142,29.635880337526288,63.96267205694352,37.503470129069726,31.388438303374965,41.01307920435701,56.71000385905155,19.321465367760275
44.02292158817943,28.423493829055722,60.96125961222189,54.17027440624936,51.13805306202593,44.24150599499427,49.877644271276885,61.255324462825044,52.46355504366355,57.161184765741766,37.58903202444897
46.013419595247335,46.4154614557198,66.04984668465809,45.21485348426033,47.48781256594779,26.28864469749656,50.53199333778663,49.38868200287009,37.88942000847945,44.07882208753977,35.225717340786304
49.9079750451605,61.598606341812214,47.10508337739599,41.99062142461686,31.091027485322726,44.002599424155434,61.27315251159462,61.50783342554577,42.881434075049825,49.27596974392516,24.520682388801816
89.57127355875,38.4603795217021,54.881692256978184,55.958639609908246,51.693827981989905,67.04915740437116,44.2718478662837,59.44815559633717,39.90052476247806,51.43973954628299,54.62393163384155
32.508498603402614,56.80815947492306,47.72250623098657,44.59099535278915,41.13951244631099,48.88164836022042,44.247735962620695,43.052759330986696,71.42108644339402,44.68069079328313,36.686568592501715
49.512967645551775,55.207835009475644,43.96557710702693,32.81381199852794,43.57042539969693,42.77941637767449,59.60233685658005,43.79689784280481,54.868124273201126,62.288148981256356,19.933559280393567
51.83642363323509,72.38923440437213,44.25714459637529,40.62563367956101,58.688974731200425,44.262126853039256,43.00163615648209,33.972673862856986,48.22656205456769,59.575236117340104,21.801969763105657
52.919176777003216,32.319250035566796,55.7397786478289,68.7670839733204,42.220902457870416,44.46645338657241,67.03406686694967,39.252638286668194,78.22034757154026,28.808975036289365,75.98113563884262
62.27716388836182,45.36023004303245,83.35203247804074,63.25117566770489,51.70357552885576,30.097879350474425,40.71554747777013,43.342830300794965,23.44976377801038,35.73890106953376,43.13839408452297
40.364737257409786,43.49614354069682,57.65895804463417,74.13698811023434,63.45170032152888,42.67334198577941,39.07885045268187,55.979392962412724,53.00512594955098,41.185553291727715,59.260392656038675
21.873905549168093,66.576758410734,50.75689703897868,58.340040680587954,46.30293436301127,47.93835534611661,44.235365638351176,48.0606024014355,67.84950444627103,49.71935282528707,39.163544853878534
28.999640487911243,47.42922843703904,36.59191973895761,45.5945169952212,40.5285181757084,42.64938950041653,38.41457213249752,53.52687934497082,52.08777449501106,55.688311452408456,25.25439938287955
70.46323526004707,49.42907330202928,74.15216481599222,48.056429613461084,56.04715578742508,48.11868907486642,38.85779166799557,51.30340236695693,64.41693712595583,49.49616543946905,78.06709684699538
75.7790416126792,44.00434868917766,65.04946864681739,45.51916355500452,49.96081496321064,43.268140951115,47.4168200959168,31.271375315869964,53.65767682346956,74.09498925954303,25.264914796283954
35.97342061828087,34.4446764832359,45.05524614647693,68.66606430291074,44.88303530103448,41.74431864607982,76.21567719235506,59.25376681404083,43.970359738807254,46.75534485162395,41.94955823691911
52.49512640592111,29.018606116682548,53.37017547523145,55.490560094562035,39.35747522035442,50.72360436853598,57.60218233403707,51.17855919326494,63.95302469344336,46.686479709889724,42.128612690932954
34.04187292509121,47.13019219017666,68.57791190031243,42.81243745380298,45.95604184666623,48.47907104575935,45.29687286131684,48.21423340736817,66.03924982277101,51.672127348106876,39.73715170571015
57.65872471900079,54.46438712429183,38.6414935443549,31.27379709727922,33.585023913612204,49.84595220149364,46.03945620919108,45.353520096226305,69.34645206229744,31.012315448779244,39.311993207462265
41.72572279246064,41.36642560631173,46.026980753906656,51.245102271226,65.05313365012012,28.677809957149492,62.631868040773675,38.80541818347315,56.03773412623509,48.72600055507217,17.992293851739728
