burnout_score,emo1,cogn1,ERI1,wp1,auton1
41.67228141813886,50,25,33.33333333333333,25,33.33333333333333
43.75115059319856,100,50,100,25,100
39.064304309763656,43.740610916374564,50,33.33333333333333,50,33.33333333333333
49.38217238916856,100,25,100,25,33.33333333333333
25.396563240801736,43.740610916374564,25,100,25,66.66666666666666
27.278587226865017,0,50,33.33333333333333,25,66.66666666666666
16.970507813830515,25,50,66.66666666666666,43.75781836377283,66.66666666666666
22.44333673917597,25,43.759389083625436,100,0,33.33333333333333
28.30963510502899,0,100,33.33333333333333,0,66.66666666666666
54.990681536383526,100,0,33.33333333333333,43.75781836377283,33.33333333333333
34.384987908469135,0,43.759389083625436,33.33333333333333,50,66.66666666666666
45.616644080992884,50,43.759389083625436,66.66666666666666,43.75781836377283,33.33333333333333
56.7396821783805,50,100,100,100,33.33333333333333
17.586910513030606,0,25,100,0,66.66666666666666
71.47271780395815,100,0,33.33333333333333,43.75781836377283,33.33333333333333
46.50009678073653,50,50,66.66666666666666,43.75781836377283,100
13.341294475036145,0,100,100,0,33.33333333333333
30.161260237697682,25,0,33.33333333333333,25,66.66666666666666
24.09583664297913,0,100,66.66666666666666,25,100
44.16070439819931,50,0,33.33333333333333,25,33.33333333333333
19.488894482309377,25,0,66.66666666666666,0,66.66666666666666
39.033464698383355,43.740610916374564,43.759389083625436,66.66666666666666,25,66.66666666666666
36.49423025763834,0,43.759389083625436,66.66666666666666,100,66.66666666666666
11.669317211839234,25,50,66.66666666666666,0,66.66666666666666
51.90531289284991,50,50,66.66666666666666,50,33.33333333333333
10.491012004911017,50,0,66.66666666666666,25,66.66666666666666
58.83866868093315,25,100,66.66666666666666,100,66.66666666666666
53.09794091751456,0,100,66.66666666666666,43.75781836377283,33.33333333333333
37.179045010244714,100,25,66.66666666666666,25,66.66666666666666
17.174469510741233,0,43.759389083625436,66.66666666666666,50,66.66666666666666
47.346908677026974,43.740610916374564,43.759389083625436,100,100,33.33333333333333
54.003340159624884,100,43.759389083625436,100,43.75781836377283,33.33333333333333
22.132430786523692,43.740610916374564,25,33.33333333333333,0,33.33333333333333
34.55137745991752,50,43.759389083625436,33.33333333333333,43.75781836377283,100
30.11196669153037,50,25,66.66666666666666,100,66.66666666666666
16.89495991796463,25,43.759389083625436,66.66666666666666,50,66.66666666666666
28.791598933492267,25,25,100,50,100
81.46505398973271,100,100,66.66666666666666,100,66.66666666666666
35.339909234419125,43.740610916374564,50,100,25,66.66666666666666
44.82737984707862,25,100,66.66666666666666,25,66.66666666666666
33.769018428800514,50,0,100,25,66.66666666666666
19.950492985000135,50,25,100,50,66.66666666666666
30.65338731982154,25,50,100,25,33.33333333333333
15.26998640041102,43.740610916374564,43.759389083625436,100,43.75781836377283,100
54.907901059854595,0,100,33.33333333333333,50,66.66666666666666
39.72753647796441,43.740610916374564,25,33.33333333333333,25,66.66666666666666
28.285523046528027,0,25,33.33333333333333,0,33.33333333333333
68.11475726916984,25,100,66.66666666666666,100,66.66666666666666
64.07966127474333,100,100,66.66666666666666,25,100
51.863565257902394,25,100,66.66666666666666,25,33.33333333333333
33.86812053272435,43.740610916374564,50,66.66666666666666,25,66.66666666666666
6.634541941377012,0,0,33.33333333333333,43.75781836377283,66.66666666666666
36.25881870555926,43.740610916374564,43.759389083625436,66.66666666666666,43.75781836377283,100
11.952973816470013,0,50,66.66666666666666,43.75781836377283,66.66666666666666
53.86290466449411,100,43.759389083625436,33.33333333333333,0,33.33333333333333
32.81711255934864,0,100,33.33333333333333,25,66.66666666666666
48.03745804614905,50,0,33.33333333333333,50,33.33333333333333
33.61767637456297,50,0,33.33333333333333,43.75781836377283,66.66666666666666
43.811917693667134,50,0,33.33333333333333,100,66.66666666666666
58.38942473650086,100,25,100,50,100
39.09645435632348,50,25,66.66666666666666,43.75781836377283,100
30.12108773918433,25,43.759389083625436,100,100,66.66666666666666
24.293082777327793,43.740610916374564,43.759389083625436,66.66666666666666,43.75781836377283,100
2.048358485484979,25,43.759389083625436,66.66666666666666,0,100
54.9162185859061,43.740610916374564,100,66.66666666666666,50,66.66666666666666
27.82485651032858,50,43.759389083625436,33.33333333333333,0,66.66666666666666
32.45850061221988,50,50,100,43.75781836377283,100
9.764564794592157,43.740610916374564,43.759389083625436,100,0,100
60.56096072940261,100,100,66.66666666666666,25,66.66666666666666
12.89956382148581,25,50,100,50,66.66666666666666
34.967981808605735,0,100,66.66666666666666,25,66.66666666666666
49.23615606349709,25,100,33.33333333333333,25,100
12.381984750756562,25,25,100,43.75781836377283,66.66666666666666
56.71903459383995,100,50,100,100,66.66666666666666
65.3321319971878,50,100,66.66666666666666,43.75781836377283,66.66666666666666
61.44020416535788,43.740610916374564,100,100,100,66.66666666666666
22.51420013983104,43.740610916374564,50,66.66666666666666,43.75781836377283,100
20.327644225534314,0,0,66.66666666666666,0,33.33333333333333
31.950296389628292,100,25,100,0,66.66666666666666
33.94740554332755,25,25,100,50,66.66666666666666
20.98418234954017,25,50,66.66666666666666,0,100
31.380753786618488,43.740610916374564,100,100,43.75781836377283,100
48.652685981860095,50,0,66.66666666666666,100,66.66666666666666
46.51284930020827,100,43.759389083625436,66.66666666666666,43.75781836377283,66.66666666666666
24.91338291730153,0,43.759389083625436,66.66666666666666,100,100
26.27193801925477,25,50,100,43.75781836377283,66.66666666666666
56.5029494653371,100,0,66.66666666666666,25,66.66666666666666
59.84204988413467,100,43.759389083625436,33.33333333333333,50,66.66666666666666
61.96688160965334,100,0,33.33333333333333,100,66.66666666666666
61.32976861029734,50,100,100,43.75781836377283,66.66666666666666
32.68056263673698,43.740610916374564,25,66.66666666666666,25,33.33333333333333
21.25578840525381,0,50,66.66666666666666,50,66.66666666666666
32.4486531074322,50,0,33.33333333333333,50,100
23.746830875522697,0,0,33.33333333333333,25,66.66666666666666
47.486706352652064,25,100,66.66666666666666,43.75781836377283,33.33333333333333
60.721815885113934,100,100,100,50,33.33333333333333
49.636458029364604,100,50,100,43.75781836377283,33.33333333333333
5.918660247974136,43.740610916374564,43.759389083625436,100,0,33.33333333333333
14.957244806646536,43.740610916374564,0,66.66666666666666,25,100
19.23250437935155,0,0,100,25,100
83.85207767963233,100,43.759389083625436,66.66666666666666,100,33.33333333333333
60.69191830596802,100,100,100,25,66.66666666666666
53.14410487870693,25,100,100,100,100
43.636246664419865,50,25,33.33333333333333,100,66.66666666666666
43.343610961443574,43.740610916374564,25,66.66666666666666,50,33.33333333333333
63.662899227036014,100,0,66.66666666666666,100,66.66666666666666
24.4301890137561,0,50,66.66666666666666,43.75781836377283,66.66666666666666
40.29030587528978,100,0,100,0,100
60.066027544659576,43.740610916374564,50,66.66666666666666,100,66.66666666666666
49.462721652863685,25,100,33.33333333333333,50,33.33333333333333
4.399527015818865,0,25,33.33333333333333,25,100
19.634170820325462,25,43.759389083625436,66.66666666666666,0,66.66666666666666
14.39815919348609,25,25,66.66666666666666,0,66.66666666666666
30.429799603151025,43.740610916374564,100,66.66666666666666,0,33.33333333333333
9.562059004460275,0,25,100,0,100
33.74558410308706,0,0,33.33333333333333,100,100
50.73593539095803,43.740610916374564,25,66.66666666666666,100,100
2.2761388365495616,25,25,66.66666666666666,0,66.66666666666666
31.22380527409004,43.740610916374564,43.759389083625436,66.66666666666666,100,66.66666666666666
24.851746112860837,50,0,100,0,66.66666666666666
3.594358269765829,0,25,100,50,33.33333333333333
12.405515615659294,0,25,100,100,100
11.022229669064187,50,25,100,25,66.66666666666666
57.556649516246914,100,25,100,25,66.66666666666666
37.80477986615161,43.740610916374564,43.759389083625436,33.33333333333333,25,66.66666666666666
32.54896582121726,100,25,100,0,66.66666666666666
50.84020155602403,0,100,66.66666666666666,100,66.66666666666666
70.31063169835949,43.740610916374564,100,33.33333333333333,50,66.66666666666666
35.062501632283556,25,50,66.66666666666666,25,66.66666666666666
51.23466277786733,100,25,66.66666666666666,0,100
51.740030236309515,100,0,66.66666666666666,0,33.33333333333333
30.205142164735967,25,100,100,50,66.66666666666666
36.00270959610245,100,0,66.66666666666666,50,100
34.30363177518781,0,25,33.33333333333333,25,33.33333333333333
0,0,0,100,25,66.66666666666666
25.77716175216917,43.740610916374564,25,66.66666666666666,0,66.66666666666666
4.329689739118011,50,25,100,0,66.66666666666666
49.86668488257179,50,43.759389083625436,66.66666666666666,43.75781836377283,66.66666666666666
41.12303926260255,50,50,33.33333333333333,43.75781836377283,66.66666666666666
31.369198850004807,0,0,33.33333333333333,100,66.66666666666666
43.91637408385154,25,43.759389083625436,66.66666666666666,100,66.66666666666666
34.18846927355875,0,43.759389083625436,33.33333333333333,50,66.66666666666666
0,0,50,100,0,33.33333333333333
40.72699575904328,25,43.759389083625436,66.66666666666666,50,100
25.222358989400405,0,25,66.66666666666666,25,33.33333333333333
50.45201195473712,25,100,33.33333333333333,100,33.33333333333333
29.16651248869293,0,25,33.33333333333333,25,33.33333333333333
24.602415669869153,43.740610916374564,43.759389083625436,66.66666666666666,43.75781836377283,66.66666666666666
42.64350863430772,50,43.759389083625436,33.33333333333333,100,66.66666666666666
40.04862194749005,100,25,66.66666666666666,43.75781836377283,66.66666666666666
19.148573695095806,43.740610916374564,50,100,0,33.33333333333333
24.660680550442645,43.740610916374564,43.759389083625436,100,50,66.66666666666666
38.213924699458516,43.740610916374564,43.759389083625436,66.66666666666666,50,66.66666666666666
32.67430304902959,25,25,66.66666666666666,25,33.33333333333333
